Game,Platform,Release_Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,MetaScore,UserReview
fate/unlimited codes,PS2,2008.0,Fighting,Capcom,0.0,0.0,0.14,0.0,0.14,,
fate/unlimited codes portable,PSP,2009.0,Fighting,Capcom,0.0,0.0,0.05,0.0,0.05,,
fear effect,PS,1998.0,Action,Eidos Interactive,0.4,0.27,0.0,0.05,0.72,,
fear effect 2: retro helix,PS,2001.0,Action,Eidos Interactive,0.1,0.07,0.0,0.01,0.18,84.0,7.2
fear factor: unleashed,GBA,2004.0,Action,Hip Interactive,0.1,0.04,0.0,0.0,0.14,30.0,4.0
feel the magic xy/xx,DS,2004.0,Puzzle,Sega,0.17,0.0,0.1,0.02,0.29,,
felony 11-79,PS,1997.0,Racing,ASCII Entertainment,0.06,0.04,0.0,0.01,0.11,,
ferrari challenge trofeo pirelli,PS2,2008.0,Racing,System 3 Arcade Software,0.18,0.15000000000000002,0.0,0.06,0.36,67.0,6.45
ferrari challenge trofeo pirelli,PS3,2008.0,Racing,System 3 Arcade Software,0.0,0.09,0.0,0.03,0.12,67.0,6.45
ferrari challenge trofeo pirelli deluxe,Wii,2009.0,Racing,System 3 Arcade Software,0.0,0.02,0.0,0.0,0.02,,
ferrari f355 challenge,PS2,2002.0,Racing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05,70.0,5.5
festa!! hyper girls party,PS2,2006.0,Adventure,KID,0.0,0.0,0.01,0.0,0.01,,
field & stream: total outdoorsman challenge,X360,2010.0,Sports,505 Games,0.09,0.0,0.0,0.01,0.09,,
field commander,PSP,2006.0,Strategy,Sony Online Entertainment,0.14,0.0,0.0,0.01,0.16,77.0,7.9
fifa 06 soccer,GC,2005.0,Sports,Electronic Arts,0.11,0.03,0.0,0.0,0.14,,
fifa 06: road to fifa world cup,X360,2005.0,Sports,Electronic Arts,0.11,0.02,0.01,0.01,0.15,62.0,6.1
fifa 12,3DS,2011.0,Sports,Electronic Arts,0.08,0.26,0.0,0.05,0.39,,
fifa 12,PC,2011.0,Sports,Electronic Arts,0.04,0.33,0.0,0.1,0.47,,
fifa 12,PS2,2011.0,Sports,Electronic Arts,0.0,0.02,0.0,0.06,0.09,,
fifa 12,PS3,2011.0,Sports,Electronic Arts,0.84,4.32,0.11,1.42,6.69,,
fifa 12,PSP,2011.0,Sports,Electronic Arts,0.12,0.26,0.02,0.14,0.53,,
fifa 12,Wii,2011.0,Sports,Electronic Arts,0.16,0.52,0.0,0.11,0.79,,
fifa 12,X360,2011.0,Sports,Electronic Arts,0.84,2.79,0.02,0.53,4.19,,
fifa 14,3DS,2013.0,Sports,Electronic Arts,0.0,0.92,0.0,0.12,1.0,86.25,5.2
fifa 14,PC,2013.0,Sports,Electronic Arts,0.04,1.44,0.0,0.24,1.72,86.25,5.2
fifa 14,PS3,2013.0,Sports,Electronic Arts,3.12,17.28,0.28,6.92,27.6,86.25,5.2
fifa 14,PS4,2013.0,Sports,Electronic Arts,2.44,7.4,0.44,1.32,11.6,86.25,5.2
fifa 14,PSP,2013.0,Sports,Electronic Arts,0.0,0.64,0.0,0.28,0.92,86.25,5.2
fifa 14,PSV,2013.0,Sports,Electronic Arts,0.44,1.0,0.04,0.52,2.0,86.25,5.2
fifa 14,Wii,2013.0,Sports,Electronic Arts,0.0,1.52,0.0,0.2,1.72,86.25,5.2
fifa 14,X360,2013.0,Sports,Electronic Arts,3.68,11.72,0.04,1.84,17.24,86.25,5.2
fifa 14,XOne,2013.0,Sports,Electronic Arts,1.64,2.64,0.0,0.48,4.76,86.25,5.2
fifa 15,3DS,2014.0,Sports,Electronic Arts,0.27,0.99,0.0,0.09,1.35,82.0,5.166666666666667
fifa 15,PC,2014.0,Sports,Electronic Arts,0.0,0.81,0.0,0.09,0.8999999999999999,82.0,5.166666666666667
fifa 15,PS3,2014.0,Sports,Electronic Arts,1.71,9.42,0.12,3.21,14.46,82.0,5.166666666666667
fifa 15,PS4,2014.0,Sports,Electronic Arts,2.37,12.870000000000001,0.15000000000000002,4.41,19.77,82.0,5.166666666666667
fifa 15,PSV,2014.0,Sports,Electronic Arts,0.39,1.44,0.12,0.5700000000000001,2.52,82.0,5.166666666666667
fifa 15,Wii,2014.0,Sports,Electronic Arts,0.72,1.3800000000000001,0.0,0.18,2.2800000000000002,82.0,5.166666666666667
fifa 15,X360,2014.0,Sports,Electronic Arts,2.34,6.0600000000000005,0.0,0.8999999999999999,9.33,82.0,5.166666666666667
fifa 15,XOne,2014.0,Sports,Electronic Arts,1.7999999999999998,4.2299999999999995,0.0,0.42000000000000004,6.449999999999999,82.0,5.166666666666667
fifa 16,PC,2015.0,Sports,Electronic Arts,0.12,0.39,0.0,0.03,0.54,82.33333333333333,4.466666666666667
fifa 16,PS3,2015.0,Sports,Electronic Arts,1.2000000000000002,5.9399999999999995,0.15000000000000002,1.26,8.55,82.33333333333333,4.466666666666667
fifa 16,PS4,2015.0,Sports,Electronic Arts,3.33,18.18,0.18,3.7800000000000002,25.47,82.33333333333333,4.466666666666667
fifa 16,X360,2015.0,Sports,Electronic Arts,1.6500000000000001,3.0300000000000002,0.0,0.39,5.07,82.33333333333333,4.466666666666667
fifa 16,XOne,2015.0,Sports,Electronic Arts,2.64,6.33,0.0,0.6900000000000001,9.69,82.33333333333333,4.466666666666667
fifa 17,PC,2016.0,Sports,Electronic Arts,0.0,0.15000000000000002,0.0,0.0,0.15000000000000002,84.33333333333333,4.8
fifa 17,PS3,2016.0,Sports,Electronic Arts,0.06,0.8699999999999999,0.03,0.15000000000000002,1.1400000000000001,84.33333333333333,4.8
fifa 17,PS4,2016.0,Sports,Electronic Arts,0.8400000000000001,11.25,0.18,2.07,14.309999999999999,84.33333333333333,4.8
fifa 17,X360,2016.0,Sports,Electronic Arts,0.09,0.39,0.0,0.03,0.54,84.33333333333333,4.8
fifa 17,XOne,2016.0,Sports,Electronic Arts,0.51,3.7800000000000002,0.0,0.30000000000000004,4.59,84.33333333333333,4.8
fifa 2000,PS,1998.0,Sports,Electronic Arts,0.22,1.47,0.04,0.14,1.87,,
fifa 2001 major league soccer,PS,2000.0,Sports,Electronic Arts,0.36,0.24,0.0,0.04,0.64,85.0,6.9
fifa 2001: major league soccer,PS2,2000.0,Sports,Electronic Arts,0.0,0.0,0.09,0.0,0.09,,
fifa 99,N64,1998.0,Sports,Electronic Arts,0.11,0.39,0.0,0.03,0.54,,
fifa manager 12,PC,2011.0,Sports,Electronic Arts,0.0,0.03,0.0,0.01,0.05,72.0,4.4
fifa soccer,PSP,2005.0,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.12,73.0,7.7
fifa soccer,PSV,2012.0,Sports,Electronic Arts,0.17,0.34,0.02,0.09,0.62,79.0,7.2
fifa soccer 06,DS,2005.0,Sports,Electronic Arts,0.25,0.0,0.0,0.0,0.3,79.0,7.6
fifa soccer 06,GBA,2005.0,Sports,Electronic Arts,0.25,0.1,0.0,0.0,0.35000000000000003,79.0,7.6
fifa soccer 06,PS2,2005.0,Sports,Electronic Arts,3.9000000000000004,12.75,0.2,4.2,21.05,79.0,7.6
fifa soccer 06,PSP,2005.0,Sports,Electronic Arts,0.5,0.05,0.0,0.05,0.55,79.0,7.6
fifa soccer 06,XB,2005.0,Sports,Electronic Arts,1.45,1.9,0.0,0.05,3.4000000000000004,79.0,7.6
fifa soccer 07,DS,2006.0,Sports,Electronic Arts,0.05,0.01,0.0,0.0,0.06,,
fifa soccer 07,GC,2006.0,Sports,Electronic Arts,0.14,0.04,0.0,0.0,0.18,,
fifa soccer 07,PS2,2006.0,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,,
fifa soccer 07,PSP,2006.0,Sports,Electronic Arts,0.24,0.65,0.0,0.32,1.21,,
fifa soccer 07,X360,2006.0,Sports,Electronic Arts,0.24,0.01,0.0,0.02,0.28,,
fifa soccer 07,XB,2006.0,Sports,Electronic Arts,0.16,0.35,0.0,0.04,0.54,,
fifa soccer 08,DS,2007.0,Sports,Electronic Arts,0.6000000000000001,3.9000000000000004,0.0,0.66,5.1,77.83333333333333,6.916666666666667
fifa soccer 08,PC,2007.0,Sports,Electronic Arts,0.0,0.06,0.0,0.0,0.12,77.83333333333333,6.916666666666667
fifa soccer 08,PS2,2007.0,Sports,Electronic Arts,4.08,0.0,0.0,14.76,18.84,77.83333333333333,6.916666666666667
fifa soccer 08,PS3,2007.0,Sports,Electronic Arts,2.0999999999999996,6.42,0.12,1.92,10.56,77.83333333333333,6.916666666666667
fifa soccer 08,PSP,2007.0,Sports,Electronic Arts,1.2000000000000002,4.5600000000000005,0.0,2.34,8.100000000000001,77.83333333333333,6.916666666666667
fifa soccer 08,Wii,2007.0,Sports,Electronic Arts,1.92,3.54,0.06,0.66,6.12,77.83333333333333,6.916666666666667
fifa soccer 08,X360,2007.0,Sports,Electronic Arts,1.8599999999999999,5.34,0.06,0.8400000000000001,8.100000000000001,77.83333333333333,6.916666666666667
fifa soccer 09,DS,2008.0,Sports,Electronic Arts,0.6,1.55,0.0,0.3,2.45,83.4,7.3
fifa soccer 09,PC,2008.0,Sports,Electronic Arts,0.0,0.1,0.0,0.0,0.1,83.4,7.3
fifa soccer 09,PS2,2008.0,Sports,Electronic Arts,1.9,0.35000000000000003,0.05,9.1,11.399999999999999,83.4,7.3
fifa soccer 09,PS3,2008.0,Sports,Electronic Arts,2.4,8.149999999999999,0.2,2.15,12.95,83.4,7.3
fifa soccer 09,PSP,2008.0,Sports,Electronic Arts,1.1500000000000001,3.65,0.1,1.85,6.75,83.4,7.3
fifa soccer 09,X360,2008.0,Sports,Electronic Arts,2.45,6.3,0.05,0.8999999999999999,9.7,83.4,7.3
fifa soccer 09 all-play,Wii,2008.0,Sports,Electronic Arts,0.29,0.52,0.0,0.09,0.9,80.0,8.3
fifa soccer 10,DS,2009.0,Sports,Electronic Arts,0.7000000000000001,1.85,0.0,0.35000000000000003,2.9499999999999997,82.2,6.659999999999999
fifa soccer 10,PC,2009.0,Sports,Electronic Arts,0.0,0.2,0.0,0.05,0.25,82.2,6.659999999999999
fifa soccer 10,PS2,2009.0,Sports,Electronic Arts,1.1500000000000001,1.2,0.0,6.15,8.5,82.2,6.659999999999999
fifa soccer 10,PS3,2009.0,Sports,Electronic Arts,3.0,12.3,0.25,2.6,18.15,82.2,6.659999999999999
fifa soccer 10,PSP,2009.0,Sports,Electronic Arts,0.75,3.4000000000000004,0.05,1.6,5.8,82.2,6.659999999999999
fifa soccer 10,Wii,2009.0,Sports,Electronic Arts,1.1500000000000001,3.25,0.0,0.55,4.95,82.2,6.659999999999999
fifa soccer 10,X360,2009.0,Sports,Electronic Arts,2.9499999999999997,8.95,0.05,1.1500000000000001,13.100000000000001,82.2,6.659999999999999
fifa soccer 11,DS,2010.0,Sports,Electronic Arts,0.52,2.0,0.0,0.36,2.88,83.25,7.425
fifa soccer 11,PC,2010.0,Sports,Electronic Arts,0.0,0.56,0.0,0.16,0.72,83.25,7.425
fifa soccer 11,PS2,2010.0,Sports,Electronic Arts,0.44,1.16,0.0,1.44,3.04,83.25,7.425
fifa soccer 11,PS3,2010.0,Sports,Electronic Arts,2.4,13.16,0.24,4.52,20.32,83.25,7.425
fifa soccer 11,PSP,2010.0,Sports,Electronic Arts,0.52,2.8,0.04,1.48,4.84,83.25,7.425
fifa soccer 11,Wii,2010.0,Sports,Electronic Arts,1.04,2.76,0.0,0.48,4.32,83.25,7.425
fifa soccer 11,X360,2010.0,Sports,Electronic Arts,2.84,9.6,0.08,1.6,14.12,83.25,7.425
fifa soccer 13,3DS,2012.0,Action,Electronic Arts,0.3,1.0,0.0,0.15,1.45,78.0,6.0
fifa soccer 13,PC,2012.0,Action,Electronic Arts,0.1,1.55,0.0,0.35000000000000003,2.05,78.0,6.0
fifa soccer 13,PS3,2012.0,Action,Electronic Arts,5.300000000000001,25.25,0.65,10.049999999999999,41.2,78.0,6.0
fifa soccer 13,PSP,2012.0,Action,Electronic Arts,0.25,0.95,0.1,0.5,1.85,78.0,6.0
fifa soccer 13,PSV,2012.0,Action,Electronic Arts,0.0,1.5,0.25,0.6,2.3499999999999996,78.0,6.0
fifa soccer 13,Wii,2012.0,Action,Electronic Arts,0.95,2.3000000000000003,0.0,0.4,3.5999999999999996,78.0,6.0
fifa soccer 13,WiiU,2012.0,Action,Electronic Arts,0.8999999999999999,1.3,0.0,0.2,2.4,78.0,6.0
fifa soccer 13,X360,2012.0,Action,Electronic Arts,5.4,17.4,0.15,2.9,25.9,78.0,6.0
fifa soccer 2002,GC,2001.0,Sports,Electronic Arts,0.56,0.16,0.0,0.0,0.72,80.25,6.875
fifa soccer 2002,PS,2001.0,Sports,Electronic Arts,0.32,0.24,0.0,0.04,0.6,80.25,6.875
fifa soccer 2002,PS2,2001.0,Sports,Electronic Arts,1.24,0.96,0.0,0.32,2.52,80.25,6.875
fifa soccer 2003,GBA,2002.0,Sports,Electronic Arts,0.16,0.04,0.0,0.0,0.2,86.25,7.175
fifa soccer 2003,GC,2002.0,Sports,Electronic Arts,0.24,0.08,0.0,0.0,0.32,86.25,7.175
fifa soccer 2003,PS2,2002.0,Sports,Electronic Arts,1.84,9.12,0.2,2.44,13.6,86.25,7.175
fifa soccer 2003,XB,2002.0,Sports,Electronic Arts,0.8,1.6,0.0,0.16,2.52,86.25,7.175
fifa soccer 2003 (weekly jp sales),PS2,2002.0,Sports,Electronic Arts,0.0,0.0,0.04,0.0,0.04,,
fifa soccer 2004,GBA,2003.0,Sports,Electronic Arts,0.16,0.04,0.0,0.0,0.2,81.5,6.949999999999999
fifa soccer 2004,GC,2003.0,Sports,Electronic Arts,0.2,0.04,0.0,0.0,0.28,81.5,6.949999999999999
fifa soccer 2004,XB,2003.0,Sports,Electronic Arts,0.96,1.96,0.0,0.2,3.16,81.5,6.949999999999999
fifa soccer 2005,GBA,2004.0,Sports,Electronic Arts,0.24,0.08,0.0,0.0,0.32,79.25,7.7
fifa soccer 2005,GC,2004.0,Sports,Electronic Arts,0.44,0.12,0.0,0.0,0.56,79.25,7.7
fifa soccer 2005,PS2,2004.0,Sports,Electronic Arts,2.32,9.92,0.16,2.36,14.8,79.25,7.7
fifa soccer 2005,XB,2004.0,Sports,Electronic Arts,1.32,2.4,0.0,0.16,3.88,79.25,7.7
fifa soccer 64,N64,1997.0,Sports,Electronic Arts,0.16,0.3,0.0,0.03,0.49,,
fifa soccer 96,PS,1995.0,Sports,Electronic Arts,0.09,0.06,0.0,0.01,0.16,,
fifa soccer 97,PS,1996.0,Sports,Electronic Arts,0.09,0.06,0.0,0.01,0.16,,
fifa soccer world championship,PS2,2000.0,Sports,Electronic Arts,0.27,0.21,0.28,0.07,0.83,,
fifa street,GC,2005.0,Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.12,59.5,7.95
fifa street,PS2,2005.0,Sports,Electronic Arts,0.3,0.24,0.0,0.08,0.62,59.5,7.95
fifa street,PS3,2012.0,Sports,Electronic Arts,0.22,1.84,0.0,0.5,2.58,76.5,6.65
fifa street,X360,2012.0,Sports,Electronic Arts,0.34,1.3,0.0,0.2,1.84,76.5,6.65
fifa street,XB,2005.0,Sports,Electronic Arts,0.16,0.04,0.0,0.0,0.2,59.5,7.95
fifa street 2,DS,2006.0,Sports,Electronic Arts,0.12,0.0,0.0,0.0,0.12,61.666666666666664,7.1000000000000005
fifa street 2,GC,2006.0,Sports,Electronic Arts,0.27,0.06,0.0,0.0,0.33,61.666666666666664,7.1000000000000005
fifa street 2,PS2,2006.0,Sports,Electronic Arts,0.51,0.39,0.06,0.12,1.1099999999999999,61.666666666666664,7.1000000000000005
fifa street 2,PSP,2006.0,Sports,Electronic Arts,0.21000000000000002,0.18,0.0,0.09,0.44999999999999996,61.666666666666664,7.1000000000000005
fifa street 2,XB,2006.0,Sports,Electronic Arts,0.18,0.06,0.0,0.0,0.24,61.666666666666664,7.1000000000000005
fifa street 3,DS,2008.0,Sports,Electronic Arts,0.21000000000000002,0.06,0.0,0.03,0.27,60.666666666666664,6.85
fifa street 3,PS3,2008.0,Sports,Electronic Arts,0.24,0.54,0.0,0.18,0.99,60.666666666666664,6.85
fifa street 3,X360,2008.0,Sports,Electronic Arts,0.36,0.42000000000000004,0.0,0.09,0.8999999999999999,60.666666666666664,6.85
fifa world cup germany 2006,DS,2006.0,Sports,Electronic Arts,0.03,0.0,0.0,0.0,0.04,,
fifa world cup germany 2006,GC,2006.0,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.13,,
fifa world cup germany 2006,PS2,2006.0,Sports,Electronic Arts,0.47,0.02,0.0,0.08,0.57,,
fifa world cup germany 2006,PSP,2006.0,Sports,Electronic Arts,0.1,0.0,0.0,0.01,0.11,,
fifa world cup germany 2006,X360,2006.0,Sports,Electronic Arts,0.19,0.27,0.01,0.0,0.48,,
fifa world cup germany 2006,XB,2006.0,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.24,,
fifa world cup: germany 2006,GBA,2006.0,Sports,Electronic Arts,0.14,0.07,0.0,0.0,0.21,74.57142857142857,7.414285714285714
fifa: road to  world cup 98,N64,1997.0,Sports,Electronic Arts,0.15,0.39,0.0,0.03,0.58,,
fifa: road to world cup 98,PS,1997.0,Sports,Electronic Arts,0.14,0.09,0.46,0.05,0.73,,
fifi and the flowertots,DS,2009.0,Misc,Avanquest,0.0,0.09,0.0,0.01,0.1,,
fight club,PS2,2004.0,Fighting,Vivendi Games,0.18,0.14,0.0,0.04,0.36,36.5,4.65
fight club,XB,2004.0,Fighting,Vivendi Games,0.16,0.04,0.0,0.0,0.22,36.5,4.65
fight night 2004,PS2,2004.0,Fighting,Electronic Arts,2.16,0.4,0.0,0.4,2.96,85.0,8.5
fight night 2004,XB,2004.0,Fighting,Electronic Arts,1.02,0.3,0.0,0.04,1.36,85.0,8.5
fight night champion,PS3,2011.0,Fighting,Electronic Arts,0.9,1.02,0.0,0.38,2.3,85.0,7.300000000000001
fight night champion,X360,2011.0,Fighting,Electronic Arts,0.8,0.66,0.0,0.14,1.6,85.0,7.300000000000001
fight night round 2,GC,2005.0,Fighting,Electronic Arts,0.39,0.09,0.0,0.0,0.51,87.66666666666667,8.366666666666667
fight night round 2,PS2,2005.0,Fighting,Electronic Arts,2.16,0.09,0.0,0.36,2.61,87.66666666666667,8.366666666666667
fight night round 2,XB,2005.0,Fighting,Electronic Arts,1.26,0.48,0.0,0.06,1.7999999999999998,87.66666666666667,8.366666666666667
fight night round 2004,XB,2004.0,Fighting,Electronic Arts,0.46,0.18,0.0,0.03,0.67,,
fight night round 3,PS2,2006.0,Fighting,Electronic Arts,5.3500000000000005,2.0,0.0,0.5,7.800000000000001,82.0,8.32
fight night round 3,PS3,2006.0,Fighting,Electronic Arts,4.050000000000001,2.9499999999999997,0.05,1.3,8.35,82.0,8.32
fight night round 3,PSP,2006.0,Fighting,Electronic Arts,2.3000000000000003,0.1,0.0,0.25,2.6,82.0,8.32
fight night round 3,X360,2006.0,Fighting,Electronic Arts,6.65,0.15,0.05,0.5,7.35,82.0,8.32
fight night round 3,XB,2006.0,Fighting,Electronic Arts,1.3,0.3,0.0,0.05,1.6500000000000001,82.0,8.32
fight night round 4,PS3,2009.0,Fighting,Electronic Arts,1.84,0.82,0.0,0.42,3.06,87.5,7.85
fight night round 4,X360,2009.0,Fighting,Electronic Arts,1.9,0.68,0.0,0.26,2.82,87.5,7.85
fighter destiny 2,N64,1999.0,Fighting,Imagineer,0.04,0.01,0.0,0.0,0.05,,
fighter maker,PS,1998.0,Fighting,Agetec,0.05,0.04,0.07,0.01,0.17,,
fighter maker 2,PS2,2002.0,Fighting,Enterbrain,0.03,0.03,0.0,0.01,0.07,58.0,7.8
fighter within,XOne,2013.0,Fighting,Ubisoft,0.11,0.07,0.0,0.02,0.19,23.0,2.8
fighters destiny,N64,1998.0,Fighting,Ocean,0.13,0.03,0.0,0.0,0.16,,
fighters megamix,SAT,1996.0,Fighting,Sega,0.0,0.0,0.62,0.0,0.62,,
fighters uncaged,X360,2010.0,Fighting,Ubisoft,0.31,0.24,0.0,0.06,0.61,32.0,4.6
fighting fantasy: the warlock of firetop mountain,DS,2009.0,Role-Playing,Aspyr,0.09,0.0,0.0,0.01,0.09,45.0,8.1
fighting force,PS,1997.0,Fighting,Eidos Interactive,0.73,0.5,0.0,0.09,1.32,,
fighting force 2,PS,1999.0,Action,Eidos Interactive,0.31,0.21,0.0,0.04,0.55,,
fighting force 64,N64,1999.0,Action,Crave Entertainment,0.09,0.02,0.0,0.0,0.11,,
fighting vipers,SAT,1995.0,Fighting,Sega,0.0,0.0,0.4,0.0,0.4,,
fighting vipers 2,DC,2000.0,Fighting,Sega,0.0,0.0,0.04,0.0,0.04,,
final approach 2: 1st priority,PS2,2008.0,Adventure,Princess Soft,0.0,0.0,0.02,0.0,0.02,,
final doom,PS,1995.0,Shooter,GT Interactive,0.15,0.1,0.0,0.02,0.27,,
final fantasy,NES,1987.0,Role-Playing,SquareSoft,0.32,0.0,0.52,0.0,0.84,,
final fantasy,WS,2000.0,Role-Playing,SquareSoft,0.0,0.0,0.51,0.0,0.51,,
final fantasy adventure,GB,1991.0,Role-Playing,SquareSoft,0.0,0.0,0.38,0.0,0.38,,
final fantasy anniversary edition,PSP,2007.0,Role-Playing,Square Enix,0.39,0.02,0.13,0.04,0.59,,
final fantasy anthology,PS,1999.0,Role-Playing,Square EA,0.45,0.3,0.0,0.05,0.8,80.0,8.6
final fantasy chronicles,PS,2001.0,Role-Playing,Square,0.29,0.2,0.0,0.03,0.52,89.0,8.9
final fantasy collection,PS,1999.0,Role-Playing,Square,0.0,0.0,0.42,0.03,0.45,,
final fantasy crystal chronicles: echoes of time,DS,2009.0,Role-Playing,Square Enix,0.24,0.12,0.54,0.04,0.96,69.5,6.85
final fantasy crystal chronicles: echoes of time,Wii,2009.0,Role-Playing,Square Enix,0.26,0.12,0.1,0.04,0.52,69.5,6.85
final fantasy crystal chronicles: ring of fates,DS,2007.0,Role-Playing,Square Enix,0.22,0.01,0.42,0.02,0.67,,
final fantasy crystal chronicles: the crystal bearers,Wii,2009.0,Action,Square Enix,0.22,0.08,0.08,0.03,0.4,66.0,8.8
final fantasy explorers,3DS,2014.0,Role-Playing,Square Enix,0.15,0.07,0.28,0.02,0.52,,
final fantasy fables: chocobo tales,DS,2006.0,Adventure,Ubisoft,0.11,0.01,0.12,0.01,0.24,,
final fantasy fables: chocobo's dungeon,Wii,2007.0,Role-Playing,Square Enix,0.09,0.0,0.11,0.01,0.21,,
final fantasy i & ii,NES,1994.0,Role-Playing,Square,0.0,0.0,0.11,0.0,0.11,,
final fantasy i & ii: dawn of souls,GBA,2004.0,Role-Playing,Nintendo,0.64,0.24,0.29,0.02,1.19,79.0,7.9
final fantasy ii,NES,1988.0,Role-Playing,SquareSoft,0.0,0.0,0.76,0.0,0.76,,
final fantasy ii,SNES,1991.0,Role-Playing,Square,0.24,0.09,1.33,0.12,1.77,,
final fantasy ii,WS,2001.0,Role-Playing,SquareSoft,0.0,0.0,0.25,0.0,0.25,,
final fantasy ii anniversary edition,PSP,2007.0,Role-Playing,Square Enix,0.36,0.03,0.07,0.04,0.51,,
final fantasy iii,DS,2006.0,Role-Playing,Square Enix,0.91,0.05,1.07,0.09,2.12,77.0,8.6
final fantasy iii,NES,1990.0,Role-Playing,SquareSoft,0.0,0.0,1.39,0.01,1.4,,
final fantasy iii,PSP,2012.0,Role-Playing,Square Enix,0.0,0.0,0.11,0.0,0.11,,
final fantasy iii,SNES,1994.0,Role-Playing,SquareSoft,0.86,0.0,2.55,0.02,3.42,,
final fantasy iv,DS,2007.0,Simulation,Square Enix,0.54,0.05,0.62,0.05,1.26,,
final fantasy iv,PS,1997.0,Simulation,SquareSoft,0.0,0.0,0.29,0.02,0.31,,
final fantasy iv advance,GBA,2005.0,Role-Playing,Nintendo,0.27,0.1,0.22,0.01,0.61,85.0,8.4
final fantasy iv: the complete collection,PSP,2011.0,Role-Playing,Square Enix,0.13,0.09,0.27,0.06,0.56,77.0,8.9
final fantasy ix,PS,2000.0,Role-Playing,SquareSoft,1.62,0.77,2.78,0.14,5.3,94.0,9.0
final fantasy legend iii,GB,1991.0,Role-Playing,SquareSoft,0.0,0.0,0.76,0.0,0.76,,
final fantasy tactics,PS,1997.0,Role-Playing,SquareSoft,0.93,0.12,1.34,0.06,2.45,,
final fantasy tactics a2: grimoire of the rift,DS,2007.0,Role-Playing,Square Enix,0.42,0.03,0.3,0.04,0.79,,
final fantasy tactics advance,GBA,2003.0,Role-Playing,SquareSoft,0.82,0.37,0.89,0.05,2.13,87.0,9.0
final fantasy tactics: the war of the lions,PSP,2007.0,Role-Playing,Square Enix,0.45,0.25,0.3,0.16,1.16,88.0,9.1
final fantasy type-0,PS4,2015.0,Role-Playing,Square Enix,0.37,0.32,0.15,0.14,0.97,,
final fantasy type-0,PSP,2011.0,Role-Playing,Unknown,0.0,0.0,0.81,0.0,0.81,,
final fantasy type-0,XOne,2015.0,Role-Playing,Square Enix,0.15,0.07,0.0,0.02,0.25,,
final fantasy v,PS,1998.0,Role-Playing,SquareSoft,0.0,0.0,0.16,0.01,0.17,,
final fantasy v,SNES,1992.0,Role-Playing,SquareSoft,0.0,0.0,2.43,0.02,2.45,,
final fantasy v advance,GBA,2006.0,Role-Playing,Nintendo,0.0,0.0,0.26,0.01,0.26,83.0,8.2
final fantasy vi,PS,1999.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.08,0.01,0.08,,
final fantasy vi advance,GBA,2006.0,Role-Playing,Nintendo,0.0,0.0,0.28,0.01,0.28,,
final fantasy vii,PS,1997.0,Role-Playing,Sony Computer Entertainment,3.01,2.47,3.28,0.96,9.72,92.0,9.1
final fantasy vii international,PS,1997.0,Role-Playing,Square,0.0,0.0,0.59,0.04,0.63,,
final fantasy viii,PS,1999.0,Role-Playing,SquareSoft,2.28,1.72,3.63,0.23,7.86,90.0,8.7
final fantasy x,PS2,2001.0,Role-Playing,Sony Computer Entertainment,2.91,2.07,2.73,0.33,8.05,92.0,8.9
final fantasy x / x-2 hd remaster,PS3,2013.0,Role-Playing,Square Enix,0.43,0.4,0.32,0.18,1.33,,
final fantasy x / x-2 hd remaster,PSV,2013.0,Role-Playing,Square Enix,0.21,0.31,0.28,0.16,0.97,,
final fantasy x international,PS2,2004.0,Role-Playing,Square Enix,0.0,0.0,0.27,0.0,0.27,,
final fantasy x-2,PS2,2003.0,Role-Playing,Electronic Arts,1.92,1.08,2.11,0.17,5.29,85.0,7.5
final fantasy x-2: international + last mission,PS2,2004.0,Role-Playing,Square Enix,0.0,0.0,0.29,0.0,0.29,,
final fantasy x/x-2 hd remaster,PS4,2015.0,Role-Playing,Square Enix,0.29,0.25,0.06,0.11,0.71,,
final fantasy xi,X360,2006.0,Role-Playing,Square Enix,0.17,0.01,0.0,0.01,0.19,66.0,6.5
final fantasy xi: all-in-one pack 2006,X360,2006.0,Role-Playing,Square Enix,0.0,0.0,0.02,0.0,0.02,,
final fantasy xi: chains of promathia,PS2,2004.0,Role-Playing,Square Enix,0.24,0.18,0.0,0.06,0.5,75.0,8.350000000000001
final fantasy xi: rise of the zilart,PS2,2003.0,Role-Playing,Square Enix,0.0,0.0,0.13,0.0,0.13,,
final fantasy xi: treasures of aht urhgan,PS2,2006.0,Role-Playing,Square Enix,0.06,0.05,0.1,0.02,0.23,83.0,6.9
final fantasy xi: ultimate collection,X360,2009.0,Role-Playing,Square Enix,0.25,0.0,0.0,0.02,0.27,,
final fantasy xi: vana'diel collection 2008,PS2,2007.0,Role-Playing,Square Enix,0.03,0.03,0.01,0.01,0.08,,
